,ID,date,promotion,match_fixture,meltzer_rating,match_type,rating,votes
2473,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
2474,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
2475,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
2476,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
2477,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
2478,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
2479,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
2480,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
2481,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
2482,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
2483,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
2484,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
2485,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
2486,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
2487,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
2488,126,18.07.2019,New Japan Pro Wrestling,KENTA vs. Lance Archer,***1/2,Singles,6.28,39
2489,128,17.07.2019,All Japan Pro Wrestling,Kento Miyahara & Yuma Aoyagi vs. Dylan James & Zeus ,****,Tag Team, , 
2490,130,17.07.2019,All Japan Pro Wrestling,Banana Senga & Tsutomu Oosugi vs. Hikaru Sato & Yusuke Okada,***3/4,Tag Team, , 
2491,132,15.07.2019,Dramatic Dream Team,Akito vs. ASUKA,,IPPON Fluorescent Lighttube Death,8.42,49
2492,134,15.07.2019,Dramatic Dream Team,"Mizuki Watase, Shunma Katsumata & Yuki Ino vs. Naomi Yoshimura, Nobuhiro Shimatani & Yuki Ueno",,Six Man Tag Team,6.43,13
2493,136,15.07.2019,Dramatic Dream Team,Konosuke Takeshita vs. Tetsuya Endo,****1/2,Singles,9.56,81
2494,138,15.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Juice Robinson,***1/4,Singles,6.81,95
2495,140,14.07.2019,New Japan Pro Wrestling,SANADA vs. Will Ospreay,****3/4,Singles,8.04,147
2496,142,14.07.2019,New Japan Pro Wrestling,EVIL vs. Kota Ibushi,****3/4,Singles,7.79,127
2497,144,14.07.2019,New Japan Pro Wrestling,Bad Luck Fale vs. Lance Archer,***,Singles,5.60,111
2498,146,14.07.2019,World Wrestling Entertainment,Aleister Black vs. Cesaro,***3/4,Singles,7.71,107
2499,148,14.07.2019,World Wrestling Entertainment,Drew McIntyre & Shane McMahon vs. Roman Reigns & The Undertaker,****,No Holds Barred,6.68,56
2500,51,03.08.2019,Westside Xtreme Wrestling,Absolute Andy vs. Alpha Kevin vs. Avalanche       vs. Chris Brookes vs. David Starr vs. El Lindaman vs. Emil Sitoci vs. Francis Kaspin vs. Ilja Dragunov vs. Ivan Kiev vs. Jay Skillet vs. Julian Pace vs. Jurn Simmons vs. Kyle Fletcher vs. Leon van Gasteren vs. Levaniel vs. Maggot vs. Marius Al-Ani vs. Mark Davis vs. Mike Schwarz vs. Norman Harras vs. Oliver Carter vs. Prince Ahura vs. Sha Samuels vs. Shigehiro Irie vs. T-Hawk vs. The Rotation vs. Timothy Thatcher vs. Vinny Vortex vs. WALTER,,30 Man Shortcut To The Top,6.50,5
2501,53,03.08.2019,New Japan Pro Wrestling,EVIL vs. Will Ospreay,****1/2,Singles,8.60,132
2502,55,03.08.2019,New Japan Pro Wrestling,Kazuchika Okada vs. SANADA,*****,Singles,9.25,174
2503,57,03.08.2019,Lucha Libre AAA World Wide,"Carta Brava Jr. , Mocho Cota Jr. & Tito Santana  vs. El Hijo del Vikingo, Golden Magic & Myzteziz Jr. vs. Mamba, Maximo & Pimpinela Escarlata",***3/4,Three Way Nine Man Tag Team,7.23,21
2504,59,03.08.2019,Lucha Libre AAA World Wide,"Aramis , Arez & Toxin  vs. Arkangel Divino, Astrolux & Dragon Bane",***3/4,Six Man Tag Team,8.10,20
2505,61,02.08.2019,Scenic City Invitational,Daniel Makabe vs. Tony Deppen,,Singles,7.60,9
2506,63,01.08.2019,New Japan Pro Wrestling,Juice Robinson vs. Tetsuya Naito,***1/2,Singles,6.92,85
2507,65,30.07.2019,New Japan Pro Wrestling,Will Ospreay vs. Zack Sabre Jr.,****1/2,Singles,8.59,136
2508,67,30.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Lance Archer,***3/4,Singles,7.03,103
2509,69,28.07.2019,PROGRESS Wrestling,James Drake  & Zack Gibson vs. Kyle Fletcher & Mark Davis,,Tag Team, , 
2510,71,28.07.2019,Pro Wrestling ZERO1,Jushin Thunder Liger & The Great Sasuke vs. Shinjiro Otani & Tatsuhito Takaiwa,,Tag Team, , 
2511,73,28.07.2019,Beyond Wrestling,Chris Dickinson vs. Daisuke Sekimoto,,Singles,8.18,27
2512,75,28.07.2019,Pro Wrestling ZERO1,ASUKA vs. Kohei Sato,,Singles,7.00,7
2513,77,28.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tetsuya Naito,****1/4,Singles,7.94,139
2514,79,28.07.2019,New Japan Pro Wrestling,Jay White vs. Shingo Takagi,****1/2,Singles,7.82,109
2515,81,27.07.2019,All Japan Pro Wrestling,Jake Lee & Naoya Nomura vs. Shuji Ishikawa & Suwama,,Tag Team,7.58,11
2516,83,27.07.2019,Pro Wrestling NOAH,Go Shiozaki vs. Hideki Suzuki,,Singles,7.54,12
2517,85,27.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Lance Archer,****,Singles,7.54,112
2518,87,27.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. SANADA,****,Singles,6.77,93
2519,89,26.07.2019,Pro Wrestling Guerrilla,Chuck Taylor & Trent vs. Evil Uno & Stu Grayson,***3/4,Tag Team, , 
2520,91,26.07.2019,Pro Wrestling Guerrilla,"Black Taurus, Laredo Kid & Puma King vs. Bandido  , Flamita & Rey Horus",*****,Six Man Tag Team, , 
2521,93,26.07.2019,Pro Wrestling Guerrilla,Brody King vs. David Starr,***1/4,Singles, , 
2522,95,25.07.2019,Major League Wrestling,Davey Boy Smith Jr. vs. Timothy Thatcher,,Singles,6.17,5
2523,97,24.07.2019,Beyond Wrestling,Daniel Garcia vs. Kevin Blackwood,,Singles, , 
2524,99,24.07.2019,World Wonder Ring Stardom,Arisa Hoshiki vs. Hazuki,,Singles,8.59,31
2525,101,24.07.2019,New Japan Pro Wrestling,Tetsuya Naito vs. Tomohiro Ishii,****1/2,Singles,8.80,146
2526,103,21.07.2019,Dramatic Dream Team,Chris Brookes vs. Konosuke Takeshita,,Singles,7.58,18
2527,105,21.07.2019,Dragon Gate,Ben-K vs. PAC,****1/2,Singles,8.11,45
2528,107,21.07.2019,Dragon Gate,Kzy vs. Shun Skywalker,****1/4,Singles,7.81,36
2529,109,21.07.2019,Dragon Gate,"Dragon Kid, Masato Yoshino & Ultimo Dragon vs. Masaaki Mochizuki, Shuji Kondo & Takuya Sugawara",****1/2,Six Man Tag Team,7.18,27
2530,111,20.07.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,,Street Fight,8.37,26
2531,113,20.07.2019,Ring Of Honor,Jay Lethal vs. Kenny King vs. Matt Taven,,Three Way,7.06,16
2532,115,20.07.2019,New Japan Pro Wrestling,EVIL vs. KENTA,****,Singles,7.33,131
2533,117,20.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Lance Archer,***1/2,Singles,6.82,117
2534,119,19.07.2019,New Japan Pro Wrestling,Shingo Takagi vs. Taichi,****,Singles,7.86,127
2535,121,19.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Juice Robinson,***1/2,Singles,6.60,107
2536,123,18.07.2019,New Japan Pro Wrestling,EVIL vs. SANADA,****1/4,Singles,7.80,122
2537,125,18.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Will Ospreay,*****,Singles,9.20,213
2538,127,17.07.2019,Beyond Wrestling,Brandon Thurston vs. Wheeler Yuta,,Singles, , 
2539,129,17.07.2019,All Japan Pro Wrestling,Atsushi Maruyama & Black Menso-re vs. Kagetora & Yosuke Santa Maria,***1/2,Tag Team, , 
2540,131,16.07.2019,World Wrestling Entertainment,Chad Gable vs. Gentleman Jack Gallagher,****,Singles,8.22,63
2541,133,15.07.2019,Dramatic Dream Team,Daisuke Sasaki & Soma Takao vs. HARASHIMA & Yasu Urano,,Tag Team,7.72,28
2542,135,15.07.2019,Dramatic Dream Team,Chris Brookes & Masahiro Takanashi vs. MAO & Mike Bailey,,Tag Team,7.13,15
2543,137,15.07.2019,New Japan Pro Wrestling,Jay White vs. Tomohiro Ishii,****1/2,Singles,9.02,169
2544,139,15.07.2019,New Japan Pro Wrestling,Taichi vs. Tetsuya Naito,,Singles,7.23,107
2545,141,14.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Zack Sabre Jr.,****1/2,Singles,7.98,152
2546,143,14.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. KENTA,****1/2,Singles,8.43,171
2547,145,14.07.2019,World Wrestling Entertainment,AJ Styles vs. Ricochet,***3/4,Singles,7.54,96
2548,147,14.07.2019,World Wrestling Entertainment,Big E & Xavier Woods vs. Daniel Bryan & Rowan vs. Otis & Tucker ,****,Triple Threat,7.62,70
2549,149,14.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,***1/2,Tag Team,6.31,47
2550,52,03.08.2019,New Japan Pro Wrestling,Lance Archer vs. Zack Sabre Jr.,***1/4,Singles,7.07,93
2551,54,03.08.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kota Ibushi,****3/4,Singles,9.05,147
2552,56,03.08.2019,Lucha Libre AAA World Wide,Blue Demon Jr. vs. Dr. Wagner Jr.,***1/4,Mask Vs. Hair,8.72,49
2553,58,03.08.2019,Lucha Libre AAA World Wide,"Fenix   , Laredo Kid & Pentagon Jr. vs. Kenny Omega, Matt Jackson & Nick Jackson",****,Six Man Tag Team,6.77,46
2554,60,03.08.2019,Lucha Libre AAA World Wide,"Cain Velasquez, Cody  & Psycho Clown vs. El Texano Jr., Killer Kross & Taurus     ",***1/4,Six Man Tag Team,6.33,20
2555,62,01.08.2019,New Japan Pro Wrestling,Jeff Cobb vs. Shingo Takagi,****1/4,Singles,7.45,93
2556,64,01.08.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tomohiro Ishii,****1/4,Singles,8.37,101
2557,66,30.07.2019,New Japan Pro Wrestling,EVIL vs. Hiroshi Tanahashi,****3/4,Singles,8.05,100
2558,68,29.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso vs. Karl Anderson & Luke Gallows,***3/4,Triple Threat Tag Team,6.39,22
2559,70,28.07.2019,PROGRESS Wrestling,Shigehiro Irie vs. The OJMO,,Singles, , 
2560,72,28.07.2019,All Japan Pro Wrestling,Kento Miyahara vs. Zeus ,,Singles,9.29,44
2561,74,28.07.2019,Beyond Wrestling,David Starr vs. Joey Janela,,60 Minute Iron Man,7.96,22
2562,76,28.07.2019,Pro Wrestling ZERO1,Towa Iwasaki vs. Yuji Hino,,Singles,6.67,5
2563,78,28.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Tomohiro Ishii,****1/2,Singles,8.94,159
2564,80,28.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Taichi,***3/4,Singles,5.46,34
2565,82,27.07.2019,Pro Wrestling NOAH,Kaito Kiyomiya vs. Katsuhiko Nakajima,,Singles,7.97,29
2566,84,27.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. KENTA,****1/2,Singles,8.29,149
2567,86,27.07.2019,New Japan Pro Wrestling,EVIL vs. Zack Sabre Jr.,***3/4,Singles,7.08,92
2568,88,26.07.2019,Pro Wrestling Guerrilla,Andy Brown vs. Trey Miguel,***1/2,Singles, , 
2569,90,26.07.2019,Pro Wrestling Guerrilla,Darby Allin vs. MJF,****,Singles, , 
2570,92,26.07.2019,Pro Wrestling Guerrilla,Joey Janela vs. Jungle Boy ,***1/4,Singles, , 
2571,94,26.07.2019,Pro Wrestling Guerrilla,Dezmond Xavier & Zachary Wentz vs. Ortiz  & Santana   ,****1/4,Tag Team, , 
2572,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
2573,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
2574,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
2575,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
2576,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
2577,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
2578,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
2579,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
2580,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
2581,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
2582,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
2583,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
2584,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
2585,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
2586,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
2587,126,18.07.2019,New Japan Pro Wrestling,KENTA vs. Lance Archer,***1/2,Singles,6.28,39
2588,128,17.07.2019,All Japan Pro Wrestling,Kento Miyahara & Yuma Aoyagi vs. Dylan James & Zeus ,****,Tag Team, , 
2589,130,17.07.2019,All Japan Pro Wrestling,Banana Senga & Tsutomu Oosugi vs. Hikaru Sato & Yusuke Okada,***3/4,Tag Team, , 
2590,132,15.07.2019,Dramatic Dream Team,Akito vs. ASUKA,,IPPON Fluorescent Lighttube Death,8.42,49
2591,134,15.07.2019,Dramatic Dream Team,"Mizuki Watase, Shunma Katsumata & Yuki Ino vs. Naomi Yoshimura, Nobuhiro Shimatani & Yuki Ueno",,Six Man Tag Team,6.43,13
2592,136,15.07.2019,Dramatic Dream Team,Konosuke Takeshita vs. Tetsuya Endo,****1/2,Singles,9.56,81
2593,138,15.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Juice Robinson,***1/4,Singles,6.81,95
2594,140,14.07.2019,New Japan Pro Wrestling,SANADA vs. Will Ospreay,****3/4,Singles,8.04,147
2595,142,14.07.2019,New Japan Pro Wrestling,EVIL vs. Kota Ibushi,****3/4,Singles,7.79,127
2596,144,14.07.2019,New Japan Pro Wrestling,Bad Luck Fale vs. Lance Archer,***,Singles,5.60,111
2597,146,14.07.2019,World Wrestling Entertainment,Aleister Black vs. Cesaro,***3/4,Singles,7.71,107
2598,148,14.07.2019,World Wrestling Entertainment,Drew McIntyre & Shane McMahon vs. Roman Reigns & The Undertaker,****,No Holds Barred,6.68,56
2599,150,14.07.2019,World Wrestling Entertainment,Bobby Lashley vs. Braun Strowman,***3/4,Last Man Standing,6.77,46
2600,53,03.08.2019,New Japan Pro Wrestling,EVIL vs. Will Ospreay,****1/2,Singles,8.60,132
2601,55,03.08.2019,New Japan Pro Wrestling,Kazuchika Okada vs. SANADA,*****,Singles,9.25,174
2602,57,03.08.2019,Lucha Libre AAA World Wide,"Carta Brava Jr. , Mocho Cota Jr. & Tito Santana  vs. El Hijo del Vikingo, Golden Magic & Myzteziz Jr. vs. Mamba, Maximo & Pimpinela Escarlata",***3/4,Three Way Nine Man Tag Team,7.23,21
2603,59,03.08.2019,Lucha Libre AAA World Wide,"Aramis , Arez & Toxin  vs. Arkangel Divino, Astrolux & Dragon Bane",***3/4,Six Man Tag Team,8.10,20
2604,61,02.08.2019,Scenic City Invitational,Daniel Makabe vs. Tony Deppen,,Singles,7.60,9
2605,63,01.08.2019,New Japan Pro Wrestling,Juice Robinson vs. Tetsuya Naito,***1/2,Singles,6.92,85
2606,65,30.07.2019,New Japan Pro Wrestling,Will Ospreay vs. Zack Sabre Jr.,****1/2,Singles,8.59,136
2607,67,30.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Lance Archer,***3/4,Singles,7.03,103
2608,69,28.07.2019,PROGRESS Wrestling,James Drake  & Zack Gibson vs. Kyle Fletcher & Mark Davis,,Tag Team, , 
2609,71,28.07.2019,Pro Wrestling ZERO1,Jushin Thunder Liger & The Great Sasuke vs. Shinjiro Otani & Tatsuhito Takaiwa,,Tag Team, , 
2610,73,28.07.2019,Beyond Wrestling,Chris Dickinson vs. Daisuke Sekimoto,,Singles,8.18,27
2611,75,28.07.2019,Pro Wrestling ZERO1,ASUKA vs. Kohei Sato,,Singles,7.00,7
2612,77,28.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tetsuya Naito,****1/4,Singles,7.94,139
2613,79,28.07.2019,New Japan Pro Wrestling,Jay White vs. Shingo Takagi,****1/2,Singles,7.82,109
2614,81,27.07.2019,All Japan Pro Wrestling,Jake Lee & Naoya Nomura vs. Shuji Ishikawa & Suwama,,Tag Team,7.58,11
2615,83,27.07.2019,Pro Wrestling NOAH,Go Shiozaki vs. Hideki Suzuki,,Singles,7.54,12
2616,85,27.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Lance Archer,****,Singles,7.54,112
2617,87,27.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. SANADA,****,Singles,6.77,93
2618,89,26.07.2019,Pro Wrestling Guerrilla,Chuck Taylor & Trent vs. Evil Uno & Stu Grayson,***3/4,Tag Team, , 
2619,91,26.07.2019,Pro Wrestling Guerrilla,"Black Taurus, Laredo Kid & Puma King vs. Bandido  , Flamita & Rey Horus",*****,Six Man Tag Team, , 
2620,93,26.07.2019,Pro Wrestling Guerrilla,Brody King vs. David Starr,***1/4,Singles, , 
2621,95,25.07.2019,Major League Wrestling,Davey Boy Smith Jr. vs. Timothy Thatcher,,Singles,6.17,5
2622,97,24.07.2019,Beyond Wrestling,Daniel Garcia vs. Kevin Blackwood,,Singles, , 
2623,99,24.07.2019,World Wonder Ring Stardom,Arisa Hoshiki vs. Hazuki,,Singles,8.59,31
2624,101,24.07.2019,New Japan Pro Wrestling,Tetsuya Naito vs. Tomohiro Ishii,****1/2,Singles,8.80,146
2625,103,21.07.2019,Dramatic Dream Team,Chris Brookes vs. Konosuke Takeshita,,Singles,7.58,18
2626,105,21.07.2019,Dragon Gate,Ben-K vs. PAC,****1/2,Singles,8.11,45
2627,107,21.07.2019,Dragon Gate,Kzy vs. Shun Skywalker,****1/4,Singles,7.81,36
2628,109,21.07.2019,Dragon Gate,"Dragon Kid, Masato Yoshino & Ultimo Dragon vs. Masaaki Mochizuki, Shuji Kondo & Takuya Sugawara",****1/2,Six Man Tag Team,7.18,27
2629,111,20.07.2019,Ring Of Honor,Jay Briscoe & Mark Briscoe vs. Tama Tonga & Tanga Loa,,Street Fight,8.37,26
2630,113,20.07.2019,Ring Of Honor,Jay Lethal vs. Kenny King vs. Matt Taven,,Three Way,7.06,16
2631,115,20.07.2019,New Japan Pro Wrestling,EVIL vs. KENTA,****,Singles,7.33,131
2632,117,20.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Lance Archer,***1/2,Singles,6.82,117
2633,119,19.07.2019,New Japan Pro Wrestling,Shingo Takagi vs. Taichi,****,Singles,7.86,127
2634,121,19.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Juice Robinson,***1/2,Singles,6.60,107
2635,123,18.07.2019,New Japan Pro Wrestling,EVIL vs. SANADA,****1/4,Singles,7.80,122
2636,125,18.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. Will Ospreay,*****,Singles,9.20,213
2637,127,17.07.2019,Beyond Wrestling,Brandon Thurston vs. Wheeler Yuta,,Singles, , 
2638,129,17.07.2019,All Japan Pro Wrestling,Atsushi Maruyama & Black Menso-re vs. Kagetora & Yosuke Santa Maria,***1/2,Tag Team, , 
2639,131,16.07.2019,World Wrestling Entertainment,Chad Gable vs. Gentleman Jack Gallagher,****,Singles,8.22,63
2640,133,15.07.2019,Dramatic Dream Team,Daisuke Sasaki & Soma Takao vs. HARASHIMA & Yasu Urano,,Tag Team,7.72,28
2641,135,15.07.2019,Dramatic Dream Team,Chris Brookes & Masahiro Takanashi vs. MAO & Mike Bailey,,Tag Team,7.13,15
2642,137,15.07.2019,New Japan Pro Wrestling,Jay White vs. Tomohiro Ishii,****1/2,Singles,9.02,169
2643,139,15.07.2019,New Japan Pro Wrestling,Taichi vs. Tetsuya Naito,,Singles,7.23,107
2644,141,14.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Zack Sabre Jr.,****1/2,Singles,7.98,152
2645,143,14.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. KENTA,****1/2,Singles,8.43,171
2646,145,14.07.2019,World Wrestling Entertainment,AJ Styles vs. Ricochet,***3/4,Singles,7.54,96
2647,147,14.07.2019,World Wrestling Entertainment,Big E & Xavier Woods vs. Daniel Bryan & Rowan vs. Otis & Tucker ,****,Triple Threat,7.62,70
2648,149,14.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,***1/2,Tag Team,6.31,47
2649,151,13.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Shingo Takagi,****1/4,Singles,8.08,163
2650,54,03.08.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Kota Ibushi,****3/4,Singles,9.05,147
2651,56,03.08.2019,Lucha Libre AAA World Wide,Blue Demon Jr. vs. Dr. Wagner Jr.,***1/4,Mask Vs. Hair,8.72,49
2652,58,03.08.2019,Lucha Libre AAA World Wide,"Fenix   , Laredo Kid & Pentagon Jr. vs. Kenny Omega, Matt Jackson & Nick Jackson",****,Six Man Tag Team,6.77,46
2653,60,03.08.2019,Lucha Libre AAA World Wide,"Cain Velasquez, Cody  & Psycho Clown vs. El Texano Jr., Killer Kross & Taurus     ",***1/4,Six Man Tag Team,6.33,20
2654,62,01.08.2019,New Japan Pro Wrestling,Jeff Cobb vs. Shingo Takagi,****1/4,Singles,7.45,93
2655,64,01.08.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tomohiro Ishii,****1/4,Singles,8.37,101
2656,66,30.07.2019,New Japan Pro Wrestling,EVIL vs. Hiroshi Tanahashi,****3/4,Singles,8.05,100
2657,68,29.07.2019,World Wrestling Entertainment,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso vs. Karl Anderson & Luke Gallows,***3/4,Triple Threat Tag Team,6.39,22
2658,70,28.07.2019,PROGRESS Wrestling,Shigehiro Irie vs. The OJMO,,Singles, , 
2659,72,28.07.2019,All Japan Pro Wrestling,Kento Miyahara vs. Zeus ,,Singles,9.29,44
2660,74,28.07.2019,Beyond Wrestling,David Starr vs. Joey Janela,,60 Minute Iron Man,7.96,22
2661,76,28.07.2019,Pro Wrestling ZERO1,Towa Iwasaki vs. Yuji Hino,,Singles,6.67,5
2662,78,28.07.2019,New Japan Pro Wrestling,Juice Robinson vs. Tomohiro Ishii,****1/2,Singles,8.94,159
2663,80,28.07.2019,New Japan Pro Wrestling,Jeff Cobb vs. Taichi,***3/4,Singles,5.46,34
2664,82,27.07.2019,Pro Wrestling NOAH,Kaito Kiyomiya vs. Katsuhiko Nakajima,,Singles,7.97,29
2665,84,27.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. KENTA,****1/2,Singles,8.29,149
2666,86,27.07.2019,New Japan Pro Wrestling,EVIL vs. Zack Sabre Jr.,***3/4,Singles,7.08,92
2667,88,26.07.2019,Pro Wrestling Guerrilla,Andy Brown vs. Trey Miguel,***1/2,Singles, , 
2668,90,26.07.2019,Pro Wrestling Guerrilla,Darby Allin vs. MJF,****,Singles, , 
2669,92,26.07.2019,Pro Wrestling Guerrilla,Joey Janela vs. Jungle Boy ,***1/4,Singles, , 
2670,94,26.07.2019,Pro Wrestling Guerrilla,Dezmond Xavier & Zachary Wentz vs. Ortiz  & Santana   ,****1/4,Tag Team, , 
2671,96,24.07.2019,Beyond Wrestling,David Starr vs. Wheeler Yuta,,Singles, , 
2672,98,24.07.2019,Beyond Wrestling,Chris Dickinson vs. Timothy Thatcher,,Singles,6.71,6
2673,100,24.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Shingo Takagi,****1/4,Singles,8.24,153
2674,102,23.07.2019,World Wrestling Entertainment,Drew Gulak vs. Isaiah Scott,,Singles,7.78,49
2675,104,21.07.2019,Big Japan Pro-Wrestling,Takuya Nomura vs. Yuji Okabayashi,,Singles,8.29,6
2676,106,21.07.2019,Dragon Gate,Big R Shimizu & Eita vs. KAI & YAMATO vs. Kaito Ishida & Naruki Doi,****3/4,Triple Threat Elimination,9.07,54
2677,108,21.07.2019,Dragon Gate,Flamita vs. Susumu Yokosuka,****1/4,Singles,7.57,27
2678,110,20.07.2019,Pro Wrestling ZERO1,Masato Tanaka vs. Yuji Hino,,Singles, , 
2679,112,20.07.2019,Ring Of Honor,"Bandido  , Mark Haskins, PJ Black & Tracy Williams vs. Brody King, Flip Gordon, Marty Scurll & PCO",,Eight Man Tag Team,7.39,17
2680,114,20.07.2019,New Japan Pro Wrestling,Kazuchika Okada vs. Will Ospreay,*****3/4,Singles,9.23,222
2681,116,20.07.2019,New Japan Pro Wrestling,Kota Ibushi vs. SANADA,****1/2,Singles,6.80,131
2682,118,19.07.2019,Consejo Mundial De Lucha Libre,"El Hijo de LA Park, LA Park & LA Park Jr. vs. La Bestia Del Ring, Mistico  & Rush   ",,Best Two Out Of Three Falls Six Man Tag Team,7.78,8
2683,120,19.07.2019,New Japan Pro Wrestling,Hirooki Goto vs. Tetsuya Naito,***3/4,Singles,7.72,115
2684,122,19.07.2019,New Japan Pro Wrestling,Jon Moxley vs. Tomohiro Ishii,*****,Singles,9.22,230
2685,124,18.07.2019,New Japan Pro Wrestling,Hiroshi Tanahashi vs. Zack Sabre Jr.,****1/2,Singles,8.01,134
